arquivo,num_vertices,num_edges,algorithm,execution_time,repetition,fully_reachable,explored_percentage
USA-road-d.NW.gr.gz,1207945,2840208,sssp_duan_et_al,62.08163108000008,0,False,158.47940096610358
USA-road-d.NW.gr.gz,1207945,2840208,sssp_duan_et_al,63.68173339999976,1,False,158.47940096610358
USA-road-d.NW.gr.gz,1207945,2840208,sssp_duan_et_al,64.07962075999967,2,False,158.47940096610358
USA-road-d.NW.gr.gz,1207945,2840208,sssp_duan_et_al,64.44574011999975,3,False,158.47940096610358
USA-road-d.NW.gr.gz,1207945,2840208,sssp_duan_et_al,64.4941841599998,4,False,158.47940096610358
USA-road-d.NY.gr.gz,264346,733846,dijkstra,1.666981279999618,0,False,193.1370249597119
USA-road-d.NY.gr.gz,264346,733846,dijkstra,1.618843360000028,1,False,193.1370249597119
USA-road-d.NY.gr.gz,264346,733846,dijkstra,1.6450978799998666,2,False,193.1370249597119
USA-road-d.NY.gr.gz,264346,733846,dijkstra,1.6236968799998976,3,False,193.1370249597119
USA-road-d.NY.gr.gz,264346,733846,dijkstra,1.6501885200000288,4,False,193.1370249597119
USA-road-d.NY.gr.gz,264346,733846,sssp_duan_et_al,19.587897599999906,0,False,193.1370249597119
USA-road-d.NY.gr.gz,264346,733846,sssp_duan_et_al,20.490789640000003,1,False,193.1370249597119
USA-road-d.NY.gr.gz,264346,733846,sssp_duan_et_al,20.636342600000262,2,False,193.1370249597119
USA-road-d.NY.gr.gz,264346,733846,sssp_duan_et_al,20.342795280000246,3,False,193.1370249597119
USA-road-d.NY.gr.gz,264346,733846,sssp_duan_et_al,20.186967399999958,4,False,193.1370249597119
